ones,euclidean,minkowski1,minkowski3,cityblock,cosine,chebyshev,mahalanobis,geodistance,solar
305881.8615668884,305647.6352780139,305612.77720397426,305759.92279891437,305699.3783276737,264615.2785666301,305637.68499148806,305535.192841726,305660.0675901406,Prospero Solar
204783.16296739306,204775.5450416312,204786.18880366566,204786.6221318411,204892.339449582,161677.34614947936,204728.12263103298,204662.99805124867,204725.118797927,Prospero Solar II
312043.65626407956,312234.3149204509,312112.3709920868,311599.5896530463,311903.8221313982,271578.72462816775,312195.4892044998,311921.41024747427,312568.4131884198,Quantum
13043.226117763395,13033.576837403869,13028.082012378405,13014.856873158571,13014.473378621531,11228.2612316326,13026.069702995754,13013.51748922729,13038.280974289877,Quantum Increase
471240.36674072174,470908.73289388814,470885.32877795125,471077.61891267664,470713.1635982068,469947.45910209976,471447.35049212916,470877.5038552452,471038.96070282866,Queen Solar
135372.3557947468,135211.68364261262,135444.78896923363,135403.19826219982,135372.23603227444,138399.96717370563,135376.40183253074,135328.7677856274,135462.04185328516,RE Maplewood 2a Solar
2619.2233479701085,2616.380371850634,2619.684150843637,2617.1515552864034,2615.6255803380686,2643.976980352295,2616.558313256263,2619.384352904077,2617.0208319675016,RE Maplewood 2b Solar 
225761.29612607486,225806.52934356377,225894.95773593214,225841.6903850294,225854.5323295292,226034.31804363028,225904.69878495313,225845.21774056696,225801.92215530967,RE Maplewood 2c Solar 
254348.42639524466,254079.80904772217,254348.53952935376,254208.5308622458,254435.47652684845,261114.91679382208,254003.9320434355,254459.57340832637,254365.8010863059,Radian
12596.588034965449,12607.46044484387,12605.83714176639,12614.681711494643,12618.393515674821,12427.962716066117,12596.973849465237,12614.689693170474,12593.38510088618,Radian Increase
77675.80014060356,77727.46025210946,77692.37332240496,77743.32166466638,77850.13257765856,81623.81115569438,77706.6982410959,77716.40230416502,77757.311166821,Rambler Solar
816587.8125290916,816233.2571325827,815887.5575102541,815429.3844408448,817419.0259153084,763377.0289215399,816964.5257739708,816233.2891649704,816421.7730121338,Ramsey Solar
71474.06374962188,71519.98058725569,71596.67559753204,71483.75656721508,71539.62600384916,71363.49765736016,71418.40561964025,71571.57821092808,71569.09871000468,Rayos Del Sol
223342.67601544745,223381.24147148768,223467.5576120985,223381.72598315068,223517.60972928084,195371.42738980477,223379.19631682767,223487.71161247662,223479.41469565264,Red Holly Solar
34200.998782869,34243.531801677775,34213.506432875736,34224.964511733975,34201.76889239343,33194.87810760904,34173.283711625256,34202.898878255786,34203.8144401367,Reiher Solar
13049.763602355284,13054.433633528177,13055.683142356986,13040.582968233068,13043.767529646286,10208.761992357902,13041.258350540158,13038.07987058367,13051.855511883305,Rippey Solar
133561.92919066915,133469.3478391763,133498.7252401469,133708.48087167097,133531.01589166108,148979.54491662516,133445.0274667362,133562.23050352436,133552.8064920456,Robles Solar
129423.94231748558,129490.92158936422,129458.55304093448,129469.12579607834,129448.84970726851,110454.64575845387,129499.4731451842,129359.89422199226,129438.70259636265,Rodeo Solar
761574.9242346643,761022.5026013007,762234.4127812585,761889.0561913956,761939.7047900765,832079.6066765339,762336.5254535186,762384.8033770308,761471.234669588,Roseland
1985.1459495121746,1983.4297385833029,1980.885139270989,1984.5446306598287,1983.6514865510667,1834.625668243562,1983.4712096413243,1981.4626331831348,1983.5282187972807,SP TX-12B Phase II
5645.057190595667,5641.840719759311,5639.837831104393,5648.117228394629,5639.0705571618055,5390.207969735535,5643.073268438871,5640.818195599063,5636.944714946951,SP TX-12B Phase III
127035.91672782115,126914.68459724062,126932.68359301168,126934.97312265928,126985.83868341251,128503.34674634975,126945.44467211094,126990.76025287673,127126.92087104205,SP-Pecos Bend Solar A
100729.29873605736,100828.82436974453,100691.73422932961,100676.19283081662,100691.09050489186,97212.48713099596,100634.49586935966,100664.77829979389,100613.33859357743,SP-Pecos Bend Solar B 
119452.54663003558,119388.1945783296,119316.71374446894,119412.25918604263,119315.14079178739,99390.06249591506,119394.30181010588,119398.84855412101,119437.24994857788,Samson Solar
119221.62018830205,119210.12691449994,119255.3265875351,119210.30580750878,119050.81327994498,103087.31886335496,119228.57388975803,119211.98094937815,119066.8609233118,Samson Solar 2
132013.44858189728,131996.0674290479,132112.0561193658,131958.64633463495,131984.16379552428,115355.36253701325,132167.6753535732,132141.81818558552,132046.3778058084,Samson Solar 3
26381.45598392547,26392.368795900707,26348.99105395222,26346.95995753227,26391.63237578631,23959.263463376785,26344.073195905752,26329.193909173286,26368.338215411575,San Bernard Solar
3091.2025208722557,3087.568890274601,3089.618953407036,3089.7326645939834,3089.629413596118,2531.8495547204084,3088.912959717599,3091.9369225943096,3092.348069513057,Sandine Solar
464201.2454735214,463345.71657432726,463715.9938627782,463094.0463112731,463369.39916709205,466890.94506745227,463519.77462965704,463320.85869052645,463766.1467880417,Santa Rita Solar
135004.48413265348,134778.79106997536,135041.66022180568,135042.06165068323,134888.73333473084,143337.29161261106,134976.45198672736,134925.83101817642,134891.00042804703,Shakes Solar
156263.80112848774,156370.52739235127,156319.7535159897,156381.48544446853,156287.30461842,122630.19899899892,156444.19822213947,156352.86686087635,156479.79979108812,Shorthorn 2 Solar
16811.602089842418,16793.94610820411,16795.987595367093,16801.679798044137,16800.683237044537,14847.420243766888,16783.19722423455,16806.471244422995,16797.10954523899,Signal Ranch
4334934.909342909,4336570.91634574,4334589.579403234,4331740.978111598,4332660.121021441,4303745.688961312,4331725.737582177,4326045.1296076095,4335719.8274288615,Sisters Solar
125379.41569300572,125328.85653074982,125340.24497670619,125333.57221699321,125286.36307997603,139743.55947444122,125405.45568531273,125461.90530465748,125288.46905472549,Smithland Texas Solar
