ones,euclidean,minkowski1,minkowski3,cityblock,cosine,chebyshev,mahalanobis,geodistance,solar
81.06898012590408,81.04312624681332,81.07016991857998,81.05564431338459,81.0813199033607,72.16680155944871,81.08930631041753,81.01182840700397,81.06789137436142,Adamstown Solar
20.280526065076582,20.28596226989065,20.27869721455955,20.285232373111352,20.297370459942655,19.704819417636923,20.288998937598656,20.287694163713855,20.275910011766943,Agate Solar
52.65520442473051,52.67590614623455,52.65252371008473,52.68408300969853,52.67266956471232,49.47168126243335,52.668700717662475,52.66199437719126,52.640082709038296,Angelina Solar
67.72057715912622,67.69993084851197,67.70653145520298,67.74488072586819,67.73050770959168,64.70795276457845,67.73729303871914,67.69249976150928,67.69865839371545,Angelo Solar
37.58545004294099,37.574304748234724,37.57826384830428,37.57548135556639,37.582420497636015,38.76550829363529,37.59025101967359,37.58725485351235,37.574129003040035,Angus Solar
68.6055521288346,68.58035004609793,68.58253965708384,68.5969805472846,68.60842203390018,62.465028856337035,68.62075079262986,68.58567250341925,68.59223736554644,Anson Solar
63.174232203367076,63.15324365707359,63.17252158123755,63.18059732352563,63.16165060091689,58.00700321915811,63.18332952360838,63.15209181841307,63.18782852690441,"Anson Solar Center, Phase II"
70.32448943005173,70.3393923428801,70.29863103584383,70.32303681207961,70.33508008212742,65.09720530344089,70.32553755135537,70.29470661842633,70.31377750486864,"Anson Solar Center, Phase III"
64.74712655033626,64.75080765769818,64.75560357745208,64.71619199219109,64.765801040812,56.68438227637968,64.7516544557958,64.72775469791647,64.72938049997563,Aragorn Solar
107.76866193620691,107.76893721068848,107.81248362592085,107.75829312208889,107.77630327918847,104.24169054443936,107.78618852729457,107.76873185762375,107.77341392083628,Arroyo Del Bisonte Solar
66.88932115019364,66.86835049183972,66.90133945598033,66.85326325020853,66.86030982574994,68.79432522237528,66.85096927581048,66.8727279432882,66.88586541291562,Arroyo Solar
45.45705645584862,45.45811961329387,45.46278303174536,45.48099976845804,45.44764997439013,46.14095398994554,45.46178203864022,45.465713021622754,45.45794433856301,Atascosa I Solar
64.22760499689008,64.21348599785995,64.22044931719238,64.22658433215751,64.23304255260312,56.43077482612496,64.2352525844137,64.22998870284519,64.23848992189869,Bacon Switch Solar
7.9865926961139655,7.984273134770805,7.981976621698711,7.984823208592123,7.981297906002477,8.011665252456776,7.984670516696447,7.98220910479487,7.983691412511261,Basalt Solar
60.334131294907955,60.386363033305784,60.32540148618994,60.36370049004501,60.34218447463012,57.195498720220655,60.3584956135112,60.34825890528939,60.35869234668539,Bestla Solar
49.910544449018964,49.91649875511822,49.94088788763416,49.93818747064562,49.91607812186894,45.76425249475573,49.916570292916006,49.93679445984481,49.92224968992721,Blackwater Draw Solar
35.61546794538425,35.63666412633771,35.61155605513708,35.63891509257785,35.63687543588998,34.561614027259665,35.63920544160603,35.61719888946747,35.631546155096665,Blue Bell Solar II
74.61918528102893,74.58361474824021,74.57015913055889,74.59437636918942,74.57270299673385,74.32929720873004,74.61766407219164,74.59171302032804,74.56527117705136,Blue Jay Solar 
10.291800232926551,10.294708419131156,10.291089638830467,10.293581477474252,10.289420965070587,9.654807925271312,10.29768200252765,10.29138632868743,10.290567439219117,BlueBell Solar
20.520482446898804,20.515687502798656,20.52569822075673,20.532002634409004,20.518591014621318,17.73543986097363,20.52658398022641,20.534069356305757,20.5173573850542,Bluebonnet Solar
60.92593209170329,60.91255929619531,60.936302679245294,60.93253158661469,60.91702699214828,58.999848811713484,60.959538820712886,60.88956399103539,60.896425528295346,Bravepost Solar
16.594921416073408,16.599485085958385,16.600779390220865,16.601228216737,16.592098482424397,16.932126999287817,16.597665787721784,16.600775390581422,16.593333899477898,Brightside Solar
40.91191629347945,40.91525868848025,40.912089483496885,40.92506728500815,40.905832699639994,39.77234932800186,40.92492134134663,40.892632624548874,40.88731997574117,Brushy Creek Solar
80.87277253071723,80.87383394083211,80.8902093388891,80.87635505454006,80.92181990974858,73.71877565479832,80.88615316022916,80.93239759355659,80.91237316148417,Castro Solar
70.15696098536608,70.18702312449106,70.15115329701874,70.17926411974723,70.19046903553719,64.421011623442,70.21818174379685,70.20331034932116,70.21130130237772,Charbray Solar
18.244761910141513,18.255545057941347,18.246836847401912,18.244797236178737,18.25316897622848,17.703215638942186,18.24499172234425,18.24714552438411,18.256797751240796,Chatee Solar
16.36362736879639,16.36345055318891,16.36874878504677,16.36830996269576,16.35207012347113,14.619154002952348,16.370541276912054,16.35934704083128,16.36608750260066,Citrine Solar
51.70668581783262,51.7095737019881,51.73292071750986,51.749996635512474,51.72912003222514,49.16929977628456,51.73618180384271,51.6939510614518,51.711097469731875,Concho Valley Solar
46.49429970131492,46.51636869921142,46.52791791392424,46.524459664390385,46.50871534520657,41.96872654667525,46.53696924392523,46.504375030986964,46.515847814323934,Coniglio Solar
64.75828506666525,64.76595050479865,64.74897755287294,64.73504363104566,64.76875976031114,65.55145508069948,64.74432293894664,64.7917484455753,64.7392952340727,Corazon Solar
57.68888168299555,57.694939302271635,57.70808192809073,57.71939976611347,57.66005202137976,55.84733813331777,57.690499039750414,57.72007510589062,57.676387706050434,Cottonwood Bayou
92.7844685473107,92.8176639191591,92.81095935993493,92.79374762038846,92.80619274921392,79.99709240200951,92.81681005256507,92.811106814986,92.79462088918463,County Line Solar
139.64621790313691,139.62535257759646,139.66540535021588,139.66268036741377,139.63438820147084,126.3749851384821,139.6732936677889,139.57082163556552,139.5706276099202,Crowded Star Solar
