0.0_0.0,0.0_0.05,0.0_0.1,0.0_0.2,0.0_0.3,0.0_0.4,0.0_0.5,0.0_0.6,0.0_0.7,0.0_0.8,0.0_0.9,0.0_1.0,0.05_0.0,0.05_0.05,0.05_0.1,0.05_0.2,0.05_0.3,0.05_0.4,0.05_0.5,0.05_0.6,0.05_0.7,0.05_0.8,0.05_0.9,0.05_1.0,0.1_0.0,0.1_0.05,0.1_0.1,0.1_0.2,0.1_0.3,0.1_0.4,0.1_0.5,0.1_0.6,0.1_0.7,0.1_0.8,0.1_0.9,0.1_1.0,0.2_0.0,0.2_0.05,0.2_0.1,0.2_0.2,0.2_0.3,0.2_0.4,0.2_0.5,0.2_0.6,0.2_0.7,0.2_0.8,0.2_0.9,0.2_1.0,0.3_0.0,0.3_0.05,0.3_0.1,0.3_0.2,0.3_0.3,0.3_0.4,0.3_0.5,0.3_0.6,0.3_0.7,0.3_0.8,0.3_0.9,0.3_1.0,0.4_0.0,0.4_0.05,0.4_0.1,0.4_0.2,0.4_0.3,0.4_0.4,0.4_0.5,0.4_0.6,0.4_0.7,0.4_0.8,0.4_0.9,0.4_1.0,0.5_0.0,0.5_0.05,0.5_0.1,0.5_0.2,0.5_0.3,0.5_0.4,0.5_0.5,0.5_0.6,0.5_0.7,0.5_0.8,0.5_0.9,0.5_1.0,0.6_0.0,0.6_0.05,0.6_0.1,0.6_0.2,0.6_0.3,0.6_0.4,0.6_0.5,0.6_0.6,0.6_0.7,0.6_0.8,0.6_0.9,0.6_1.0,0.7_0.0,0.7_0.05,0.7_0.1,0.7_0.2,0.7_0.3,0.7_0.4,0.7_0.5,0.7_0.6,0.7_0.7,0.7_0.8,0.7_0.9,0.7_1.0,0.8_0.0,0.8_0.05,0.8_0.1,0.8_0.2,0.8_0.3,0.8_0.4,0.8_0.5,0.8_0.6,0.8_0.7,0.8_0.8,0.8_0.9,0.8_1.0,0.9_0.0,0.9_0.05,0.9_0.1,0.9_0.2,0.9_0.3,0.9_0.4,0.9_0.5,0.9_0.6,0.9_0.7,0.9_0.8,0.9_0.9,0.9_1.0,1.0_0.0,1.0_0.05,1.0_0.1,1.0_0.2,1.0_0.3,1.0_0.4,1.0_0.5,1.0_0.6,1.0_0.7,1.0_0.8,1.0_0.9,1.0_1.0,wind
30723.251092874016,30770.101298818743,30786.62803105304,30824.448475188634,30784.39355862326,30799.73564991934,30795.840587350922,30790.103905811855,30805.907550016396,30805.25285976571,30796.80745877917,30812.26562110227,30725.907622325394,30768.34309911619,30790.30806249036,30798.66503588819,30809.98669313837,30797.653222820238,30789.936244742243,30788.87807160552,30793.846308775333,30804.23021328242,30817.529046684063,30809.52544516655,30732.45796306951,30767.54560345161,30790.497509712914,30805.677692143687,30804.459470110203,30804.538824243697,30797.57561200657,30812.194856267583,30810.36704775387,30797.374713313344,30815.409396769304,30792.41725392226,30725.580593442242,30770.323496157605,30791.207906443527,30801.565728114216,30794.86119917869,30783.516751911204,30791.521384830765,30823.388907400044,30792.394460759955,30809.49594522779,30811.522524232867,30809.053818904424,30717.561693578762,30779.945001613003,30802.740985623826,30811.23066351469,30787.733389643352,30808.440315938285,30793.102461693194,30802.355478600264,30802.35737223793,30799.644278976728,30804.088170341198,30800.8462677152,30733.320927202305,30770.915725765688,30797.20247609617,30797.813856249515,30804.968222109543,30813.877949982896,30807.34816583662,30796.555790321636,30806.45768605151,30813.640025390127,30784.509967232414,30782.35927647719,30735.189426510093,30762.651005870328,30797.14803548148,30808.919201547345,30817.327978605008,30810.965182377142,30812.819400187505,30797.81941022668,30806.210520033306,30791.07525600338,30799.35677776595,30823.230841447807,30721.90271676071,30769.40406714352,30778.80922167512,30793.136772848342,30811.34329904795,30807.03449077664,30815.463266494568,30812.076768196894,30817.288458711526,30798.127777338188,30806.37342484865,30820.729188455785,30714.185038404714,30781.96175195834,30787.208509665692,30809.684179325697,30800.350193054768,30792.69598675703,30798.666002728583,30815.80926878154,30792.73774440769,30808.18596945469,30796.088360483864,30796.572589724543,30732.32966091695,30778.34814218238,30797.50193410804,30820.510338973058,30787.411156825543,30807.255376283556,30793.415884505543,30808.41648562586,30806.586630241887,30811.873377709533,30816.089046628455,30799.359957121964,30741.495414236677,30792.53256499028,30805.060487874136,30790.386638661646,30795.97365468468,30806.3946456213,30807.32762391063,30799.23864215775,30808.46308815228,30819.07218154307,30808.71980087635,30818.700209912622,30733.722830440034,30780.13016823947,30789.591228035333,30799.748399662327,30810.222641275566,30800.458085375765,30813.207110416144,30814.779289585793,30803.039017174422,30791.208189818546,30800.392012563454,30793.62423664613,Aguayo Wind
427401.28826283565,428021.66142474784,428041.05199245823,428548.18915551214,428238.42809906544,428360.7152291087,428384.32469865424,428581.30109154334,427969.08115222846,428389.9645148458,428325.6213514675,428103.51678928896,427382.6562067626,427879.06644609245,428029.30940107186,428304.9183887107,428664.0870893072,428425.3806259498,428365.2504727992,428685.9680059156,427897.2424986356,428468.71255624376,428357.32722391875,428398.7137935162,427609.83525055286,427755.90643908316,428179.1932112,428219.6638836435,428218.3150119632,427953.0187918994,428200.2605659567,428628.0683596796,428341.31360738276,428008.3027532004,428560.6996516827,428464.20924238936,427499.6044057023,428125.0271985621,428262.0937563321,428420.5987074575,428604.09707834554,428402.10558437696,428157.436712845,428380.6465453158,428298.3360520083,428252.9029196279,428163.2657434161,428425.9873019313,427509.0426577084,428205.9810415434,428302.1304129244,428353.80256594304,428387.2575689239,428649.83910359326,428458.7000878327,428250.84838518867,428554.13395267224,428612.17433223786,428463.47827691067,428208.6839205487,427891.4471515441,428055.1409435723,428302.97661047796,428261.72605920635,428361.02321366954,428420.2814289091,428213.90107285633,428663.5235634,428298.5027334539,428473.20166941534,428461.6063409048,428464.45683862997,427336.7589801662,427977.7919604634,428412.97027783724,428514.3096275326,428479.257468791,428277.75612538075,428530.8946546238,428170.69409583934,428425.4931175499,428352.2588819393,428369.3053649088,428676.13241378707,427555.2973852196,427808.47794056433,428325.7149731443,428434.35447487317,428275.9785675859,428396.911731297,428392.2934422897,428678.26140178344,428269.9351455011,428144.9887884871,428310.2230921612,428072.6397211903,427415.5877884819,427957.27876106487,428276.13229684444,428303.9302000167,428281.38100281334,428461.3535393765,428165.4090893019,428420.25683814933,428240.23970689205,428705.52295557427,428498.7978306889,428509.1846291577,427621.6882395621,428166.6993897465,428348.8072670188,428332.5415796176,428645.028491068,428351.6485633612,428342.23805543175,428336.28843703284,428140.4635977067,428265.1385659352,428228.3702369828,428237.0101624583,427486.83707856154,427997.6020987983,428249.9933514663,428628.1121291042,428796.7380909736,428618.63797647704,428270.54132333543,428441.8521464073,428427.2632858073,428631.9096938273,428415.3292447135,428385.3842201183,427711.18088986806,427970.73707616696,428281.39424605656,428386.4009456503,428600.7708455328,428508.7109814997,428475.402036364,428322.48696704453,428389.0207206233,428596.20895622985,428357.4304153154,428345.84990707645,Ajax Wind
62788.33703554752,62870.87031826188,62905.171748298555,62941.130728316864,62971.85343626266,62902.7193741043,62904.7297202807,62944.63827799353,62971.150405796965,62954.58496254417,62973.303033372045,62948.601951584445,62818.20985778217,62854.75549750488,62890.83493545234,62932.41733888877,62951.299526912124,62972.53026628889,62958.58081423171,62974.366262228825,62881.407006204296,62988.13137018215,62966.59230189918,62953.349116024125,62800.057826431475,62907.335643787934,62941.44010289319,62965.6283742271,62910.61746426316,62937.90301357472,62952.672280097126,62901.23271988963,62962.87498952128,63001.40882853426,62967.73154214455,62927.38992367771,62776.25581343855,62876.10151592817,62920.85805277029,62926.43746326947,62970.68546838651,62957.111972668274,62936.65141215766,63010.996223344606,62914.4898563377,62947.8182859049,62961.35157454941,62939.929347662386,62790.530648265565,62884.89252503079,62924.683863311875,62936.86916042572,62962.9916527091,62975.005035474904,62942.43838868518,62931.06595993322,62989.34361149616,62928.937162024595,62975.32918919806,62975.50952688777,62807.288657396806,62875.34309925044,62911.387076267405,62983.66234370734,62957.23555727513,62954.461533005,62954.90301505316,62975.27350680085,62943.740596347816,62982.72276070436,62950.740086943915,62981.31698445644,62763.6438299388,62907.30151397194,62931.7993197139,62948.548748581205,62957.38693065693,62928.18883303245,62910.18058821546,62912.621893173644,62939.05100759934,62961.06564398464,62956.865157519744,62962.40961253968,62815.506823208736,62871.69696417043,62912.20022664687,62951.28797455549,62945.43408457809,62946.68987995038,62951.725305903776,62949.41317460673,62965.490993284366,62955.53308119755,62950.387833621746,62963.17417565184,62800.595992325034,62870.22949163301,62898.37137020532,62926.4982268471,62940.22493862405,62942.4133258635,63015.41211449043,62970.974693369164,62964.59958634918,62953.54920262924,62947.11149732759,62963.28942402518,62821.77593504362,62911.52663152035,62948.22046036128,62984.387647249525,62950.940450501126,62972.93464704701,62968.91605796405,62961.00585832886,62972.30237827042,62956.52487397739,62937.159546455056,62953.704408926176,62823.647620597745,62889.98311708788,62899.21284455026,62955.33840153314,62946.449234254316,62936.41254191861,62948.56036369772,62987.21707204474,62944.84158794605,62966.205615121326,62951.75862592484,62952.41508538475,62808.16906320842,62869.53192967272,62888.3392185986,62953.537311257234,62966.71236739033,62958.295639882024,62953.10437850747,62981.27439156015,62907.24461372717,62946.24570304746,62965.91802148995,62976.959354673934,Amazon Wind Farm Texas
7837.122526665263,7841.333554603479,7854.4212084544715,7852.726157292039,7858.615796622957,7851.313428725122,7858.403385484657,7853.080148233391,7853.502085844699,7859.151656871665,7854.751560301974,7853.378462726054,7842.994976088567,7842.698118039757,7851.598350260628,7854.99570824258,7855.2788863456735,7860.084568379725,7853.319989667468,7859.185188530993,7853.164707448646,7854.791954367803,7859.1538067452875,7851.948535177828,7839.184601267256,7851.752245325266,7854.527178151799,7857.552186518948,7855.827088116971,7853.720645012075,7853.255013056038,7859.095040669743,7854.097370625608,7857.947769075925,7858.267798523677,7854.8564316055235,7846.340834376242,7849.711399983606,7855.460867361022,7850.280974171381,7855.512067091926,7852.625716432314,7855.583414807679,7852.191256877053,7860.072159028044,7855.159594983338,7854.766057399102,7853.62161020204,7833.578576774048,7846.9012738497195,7855.544927652554,7858.572939971119,7856.009642013558,7854.044142057172,7851.504768568598,7860.624468737123,7856.8486108039915,7857.2880480528265,7850.769575362322,7856.347744672813,7840.906049311642,7845.195431963202,7852.657403967662,7855.241202768305,7856.55439977565,7855.511955100661,7862.2430582778625,7857.055029454751,7857.353636386264,7856.263911783879,7856.295790445746,7856.02281391951,7842.95800999868,7847.664425811783,7845.615981422006,7852.559052496765,7859.382172776786,7847.7012718562155,7856.845829046847,7858.821077851698,7860.163564465763,7854.9464252823,7855.645228741321,7852.239566929592,7837.307706912173,7848.331004232831,7848.375475114006,7850.827198445582,7853.45223089785,7854.971365824589,7861.618252987007,7854.66475571891,7846.34425631304,7854.690935478952,7860.66430467769,7850.725854917733,7839.891838323684,7847.829830924158,7851.601132636954,7852.113905500452,7856.709095692607,7853.677961573605,7856.524600196868,7856.2218244294045,7858.487694452355,7852.081928196094,7851.592405354989,7859.377664153232,7839.706149843185,7843.720807576445,7854.671136800962,7853.552429920113,7860.283349631226,7857.351202714028,7859.667199857051,7859.367430454285,7861.35421332722,7849.650210126328,7849.990115770725,7857.4202768945615,7840.861196948412,7845.235028554166,7851.525988102298,7855.222692666248,7861.467635830739,7851.307749402528,7854.12659619161,7861.11153683132,7856.953345322226,7857.070865941603,7851.426734109375,7858.512636623879,7843.116770185516,7846.144778484525,7853.051975960856,7847.989581661183,7846.6110011714945,7854.695206303766,7852.38266675214,7855.26789488389,7859.33885692257,7857.363106421055,7857.102219084873,7856.495662427733,Anacacho Wind Farm
32384.170226079605,32444.004176362858,32459.791151892867,32498.867459950852,32480.343273908697,32492.69588645539,32482.880272085433,32475.714447744827,32488.2433967247,32497.063040365734,32475.689142626456,32476.034108944496,32392.518782194875,32453.963538349148,32472.743602669314,32477.186620066932,32471.39054290686,32469.483443274567,32487.293140552585,32464.44497178189,32478.23068836076,32479.44386983825,32480.519978623066,32490.717476825746,32372.836898030655,32431.319570395248,32455.605497072997,32492.395041893193,32475.016974233295,32491.10487144699,32492.354302285825,32483.0812169698,32491.69324682557,32482.92079150384,32486.540712405644,32475.846019489505,32395.9538525833,32426.564376800106,32466.6156844177,32466.959090253888,32480.263387950046,32488.59658226851,32476.62869342141,32477.294854545704,32468.94674299147,32492.572520396858,32489.45445654899,32497.31677017102,32395.714033916516,32442.822567257866,32462.70896398644,32461.671909164703,32473.43167171772,32462.866103192307,32482.407819506334,32482.888329742913,32486.379500613493,32487.539877401843,32469.98007583672,32492.836460827704,32404.322088308167,32441.513473405445,32470.498447905637,32479.18465475173,32484.674515174054,32486.50157211901,32477.414308837237,32472.33120306049,32485.517487398483,32470.319440080468,32473.079932060202,32488.02094935746,32379.139054646403,32440.00273379,32457.049255462054,32493.693304845503,32514.100160949645,32470.180169911793,32499.17624972164,32488.26949414157,32476.540274780353,32481.64724727671,32469.77357369258,32505.93930557629,32386.027643476446,32431.140923829545,32476.292900730812,32471.157056483607,32488.34505805706,32474.38748813621,32488.297477049975,32475.283666360414,32477.94576617201,32480.551163345703,32486.271877955907,32485.454286108143,32400.712565860107,32446.08325809458,32468.03458667858,32466.30689805912,32463.38105389971,32479.947330228584,32480.695590135427,32476.542868058783,32460.707502704474,32489.993820001386,32477.970749086082,32465.634053727965,32390.47774026295,32437.04175949145,32457.51907940514,32475.13867814291,32479.505933775225,32475.534996628972,32497.701122926635,32489.970719122393,32467.215336705143,32476.31977031909,32483.0507951008,32487.000179315313,32390.80429885368,32422.183524380165,32464.61694353181,32478.378689807567,32490.234019479456,32494.07723825589,32461.40993224036,32481.11110836101,32489.608884904625,32477.58726901146,32476.53109129423,32489.132892263362,32380.406770459667,32439.032208706783,32470.600051430363,32485.80843157099,32489.832297121717,32484.586430754673,32486.10861629424,32485.103148523154,32483.867915313876,32489.42425889772,32486.393150086562,32477.37858786397,Appaloosa Run Renewable Energy Project
35957.151249783405,35988.715106866934,35991.21403942219,36005.863437819346,36022.334062084876,36006.941820387736,36022.0041241316,36035.76837886181,36010.17708608001,36027.41868832519,36032.268932825515,36010.42026358727,35960.61569606948,36000.910819528544,36008.520835242896,36016.84873464349,36023.45296466386,36003.5825171164,36010.953998230165,36013.073057422946,36018.366147977824,35997.12628855738,36005.74362444058,36004.70420891002,35970.59678271408,35990.635883820374,35998.45379053015,36011.29872231404,36005.29295945903,36010.03367657601,36007.71090878716,36015.52189957109,36020.3148630508,35974.94022266368,36003.90407000145,36004.8733714998,35958.15818559914,35982.432291365054,36008.15707306184,36002.6286150273,36017.94427182535,36013.6851088078,36027.02071951999,36015.627135575545,36018.07673353805,36022.63905405087,36031.49932622562,35995.82259342557,35944.024664577235,35985.35031609785,36003.71017490328,36018.4429197904,35997.98222643794,36015.42780888276,36032.66615644047,36006.378136973864,36008.02286625127,36012.13854476963,36004.360628022274,36038.61713510223,35976.79052400721,35964.61531961094,35990.68255782758,36003.51503169076,36006.48592858885,36024.94370704114,36014.94561764651,36032.47145694676,36028.930684411716,36004.68775030674,36022.873270139666,36009.70684510332,35964.33994389445,35968.62319996834,35993.24692396166,36013.67333444946,36001.36212966607,36029.65713543643,36020.02528028016,36000.47488058285,36004.378921820105,36007.78443018584,36008.37974388976,36018.400211904394,35948.739044677604,35964.69436207472,36002.27488315873,36020.02980443377,36017.24727859544,36025.44972187158,36005.34542798934,36011.22488863431,36003.81808898961,36006.48800873885,36027.53311840212,36009.333539564155,35954.68439039241,35984.59124002821,36000.862944944485,35998.4483024802,36004.93961254772,36014.47950958993,36035.63138059633,35993.0681022819,36008.05086349034,36022.25548836398,36000.805662708175,35998.996570896255,35959.97721676158,35983.147884331825,35979.17856120735,35987.81417389714,36004.80854735312,36017.14849425813,36018.01461229123,36011.915003257294,36009.399538028956,36030.14672410155,36013.967847697204,36014.684179304735,35960.30181116382,35984.29239285786,36012.478974239355,36017.00272942011,36029.85618261399,35988.88308782622,36011.58288358654,36026.51423448635,36003.19131125523,36015.09641847389,35992.9560160266,36013.55780805467,35960.268068131976,35977.817626582066,35989.85301801339,36007.1173588912,36021.46512151174,36018.18057185435,35997.98104145297,36008.28136218073,36012.30391456553,36004.38479535594,36001.964519177425,36018.85375331015,Aquilla Lake
8838.184132678569,8842.722317002494,8844.190891213162,8846.247642559689,8849.279754708914,8850.77209433368,8845.984471914386,8847.493888485134,8848.606885252575,8848.2295409153,8851.361723531862,8839.786255991745,8838.646765639569,8848.03355270517,8847.18307639043,8846.574882710542,8843.396428412669,8850.07294349458,8851.698671171202,8844.67747083865,8847.090628027674,8848.233381236005,8851.704580029784,8851.478749513215,8838.583771973159,8839.694199830574,8843.14635789994,8847.761206125842,8848.589366085671,8849.153778483636,8846.231994835702,8844.955481180496,8852.518576422959,8847.98029161443,8850.905077282672,8851.262883336467,8837.969368518712,8844.531423905657,8844.74986766584,8847.463173454693,8848.607638574777,8846.741738070306,8848.16324013598,8848.139701634602,8848.887474348214,8848.598369887692,8851.173632169204,8849.157794681167,8831.633143852005,8836.877324929288,8841.772366059573,8849.964240749683,8849.977631275795,8852.928944590303,8848.794806074877,8853.167527366342,8845.106899518065,8850.201943291428,8844.65585828336,8848.193530148554,8839.349600781752,8842.38165510383,8844.7703343103,8845.611770822343,8849.412426162691,8851.67902863925,8849.245318124626,8848.59351230053,8848.408567591821,8849.532789467192,8850.18525470035,8847.30631731412,8837.453827040046,8841.851014376745,8846.758474741982,8850.786535906316,8844.448239958925,8852.271271969921,8849.158392716392,8849.437261923134,8851.541560547375,8848.132069356223,8849.98655605671,8844.417067985949,8833.538399160258,8843.404202547361,8846.00303503656,8850.064155318678,8850.89237990908,8846.160119911297,8847.298369855838,8849.469197517763,8851.813858828491,8845.140887415635,8847.458874131798,8850.239096115107,8836.29451371547,8840.498018672239,8844.458073183452,8846.927171938849,8848.373543801963,8847.257425582862,8854.110567786543,8849.661224963691,8846.451018208134,8851.904407387949,8846.946213390333,8849.279143433441,8838.476033465366,8843.634218465828,8844.201322025632,8845.987110817325,8850.74139341738,8849.947784925704,8846.794514323943,8846.729995640178,8846.490734501802,8850.145445448305,8845.980029145285,8846.691547491295,8838.361485399393,8842.344830941485,8841.344984147227,8848.408175106659,8851.11544268109,8843.508038637912,8848.059220058489,8845.943749942928,8851.831700441642,8843.684013177006,8845.389378387657,8844.644081572464,8837.43003934468,8838.343627117132,8841.993885331893,8848.127681403457,8849.794070035878,8850.34723323674,8846.749226612457,8847.783255057568,8848.802517988805,8848.408284482139,8848.322868478783,8845.794454243447,Aquilla Lake 2 Wind
124499.03729240086,124787.76328693086,124745.11859161686,124814.24209846115,124881.35536379137,124832.52823726706,124789.86478761559,124908.61543879098,124831.70933403293,124884.82273048461,124857.1338168245,124883.66319444799,124538.59140812182,124702.9102603236,124804.32651162783,124845.72154591737,124869.38837340029,124797.0531531898,124909.20432498145,124903.7821771965,124925.11446869437,124828.34876937637,124846.93620504082,124859.84871200846,124505.83753121231,124635.11773826407,124846.00874953918,124810.76927506659,124766.82247845395,124913.00416671514,124864.59707346749,124789.74530314688,124903.39692969611,124857.8100776798,124823.1445965444,124792.31034611186,124578.31541767785,124620.99701980641,124788.47636785667,124828.34987987849,124872.76697464038,124892.21695893523,124846.97766402765,124899.8477152066,124776.13512025545,124880.44082495935,124877.23347323961,124846.42234620565,124514.80978648098,124703.32382759673,124760.92444347694,124792.95877180567,124887.810779862,124900.42791606407,124876.8377534263,124811.86407036928,124816.01263381926,124778.3974393228,124826.19061009961,124839.53371517906,124467.54635129489,124621.60753431918,124788.77799932264,124779.71584258115,124928.44098054862,124793.31099020441,124791.03584184288,124903.34480573091,124888.87661832116,124793.57751466545,124696.98202305683,124866.90917414823,124585.98668856338,124648.06505518108,124688.2064632986,124848.65720316618,124908.62625558829,124782.97227988436,124862.82714097155,124841.26373580487,124848.56370135408,124899.73270221334,124882.43650338797,124904.17903142697,124562.6652354766,124563.27317202813,124729.5303171609,124836.88223817974,124880.63370713497,124855.76674999388,124818.43659264599,124873.86564875045,124850.36643746596,124791.59623850833,124831.34363261056,124890.0749278794,124446.00541883851,124711.52459216374,124808.53310524693,124878.54399799631,124965.26790080183,124870.73535986918,124858.81583794426,124811.66702125066,124861.78748505174,124819.97231547293,124916.11378132706,124858.53369882719,124485.88565339138,124739.8654479936,124775.56698295493,124887.98204402186,124872.43340507259,124895.49846338585,124743.48411888558,124940.01059721802,124883.94453199187,124846.39804188532,124831.78378029229,124866.86365675136,124498.36884401427,124654.3576670091,124771.28471811101,124935.52002063999,124782.45531763555,124819.01880622152,124919.38985592537,124828.38443673713,124818.92235708576,124813.65593586286,124760.81051919704,124891.83233348129,124549.45375905525,124704.4277947302,124747.5171324191,124882.06204875729,124881.17414611724,124769.6077076145,124845.61226139677,124866.22743259007,124871.92268562427,124804.06993025106,124824.65600262368,124902.65326425307,Armstrong Wind
115620.86449187329,115736.75762097687,115912.79992725326,115894.12130485335,115919.81780760111,115905.84365669574,115860.78876069513,115979.3393611639,115975.93343417747,115942.86817487284,115931.98708772616,115954.10668185847,115733.05087998016,115770.79405284802,115803.18479290315,115931.03599520218,115970.56699494044,115875.26953740812,115948.22645654429,115918.94033055524,115937.44855139618,115974.2514935812,115865.69703527665,115910.5167343213,115646.3627423759,115807.45362678994,115836.04705407984,115878.78736603225,115892.87579400136,115938.69825312315,115910.99932518273,115894.39126228518,115884.7286713478,115909.06048703159,116040.22209833768,115918.6910572423,115687.07441932902,115752.6547263138,115890.45825457707,115913.58914517565,115919.81019405385,115954.26510497164,115948.93040825496,115972.12692844924,115907.97952668092,115914.42491594591,115909.89586341806,115946.72469978983,115710.3071956427,115739.08860656102,115887.8707178003,115886.96625542801,115879.70959670858,115940.38819891645,115935.84848179229,115897.4586649992,115996.93991878224,115940.34103606245,115961.31993435623,115898.96185382875,115598.04129344379,115797.65217645327,115844.62745380377,115880.2954660696,115940.7370273561,115887.1170066856,115937.54065405692,115912.108904004,115863.35888124509,115989.14423891978,115963.49097108035,115902.84574479755,115661.52456357736,115789.25733332436,115861.22900642674,115918.88825620413,115914.89176815793,115921.31815842303,115901.25440845553,115878.98191320358,116000.27411123757,115892.9490987147,115931.4871156054,115982.55923497542,115700.39192557575,115786.97266588525,115893.48588755028,115925.23293674848,115985.862143152,115924.60878951794,115903.76028157194,115888.46256371673,115858.37255135349,115910.58200398706,115859.38491879604,115925.72730988344,115681.1417406684,115827.85710551284,115838.17469417423,115881.9685260162,115897.09600204763,115851.27801124858,115999.59442404036,115886.81144613674,115894.8178334926,115931.51337375747,115933.89139912583,115847.08634468002,115619.06199889074,115796.40977300852,115856.08391174224,115949.24187174455,115877.58380513542,115956.751265999,115926.36614432726,115963.22943542237,115933.78129350638,115968.00229062705,115923.67289857223,115881.83907309963,115708.80552489002,115747.23101022225,115855.33240663884,115856.46507257999,115934.78856370869,115874.90207000151,115914.19049850781,115942.68205138353,115900.66271709092,115893.63418706882,115912.78421101095,115888.15570255269,115653.73537059857,115798.23911709958,115809.72683174058,115903.49992445452,115823.95682911595,115930.03433467487,115877.80455538559,115892.5479252017,115978.33872188277,116007.88766215858,115916.62441868166,115909.13603170762,Azure Sky Wind 1
113848.52012685235,114023.98549564696,114054.22351865482,114102.26012199819,114060.70569113299,114127.95874538829,114109.4297598945,114125.92100595827,114146.79565900184,114148.72300879353,114100.56409880033,114106.17888036431,113858.9826739833,113949.86299861739,114073.10945439668,114056.20469785221,114191.2256724363,114099.04412546694,114207.22705411568,114106.96883222986,114099.6289283351,114140.9685029428,114128.21743558506,114098.47159597429,113852.1652584795,114003.42691593443,114052.34092960277,114042.99179397148,114116.88406852732,114118.86956538154,114123.59465362817,114062.29184032843,114112.66459310995,114066.70790985142,114195.85996948849,114166.21610754139,113876.8473240061,113982.55008851213,114068.2922176376,114132.7940564764,114017.15419863304,114118.04671832973,114134.47385430727,114169.06939487404,114112.6680609026,114138.14824720322,114106.88519005336,114087.07813666701,113846.52425211003,113919.50872587667,114059.26349046997,114090.59561924821,114126.13922377319,114077.50974860828,114104.51251676607,114135.16448980129,114096.90057870475,114055.89118200551,114086.98649865334,114029.12656845992,113837.12742696727,113990.42990213708,114132.81646158935,114094.45347601664,114149.14278598655,114113.07770693372,114137.01867211849,114052.73687969049,114130.8080521452,114186.40928710901,114098.93266851256,114105.40893860022,113873.47635331815,114093.77568236734,114069.09619610861,114151.65124935258,114106.2490071958,114126.51635349255,114096.0693200208,114110.85798403504,114095.784324453,114090.44618032049,114140.59149268409,114162.66095933568,113914.0172638779,113998.05568870988,114037.06564169301,114152.72679898556,114095.29512467931,114092.43030038736,114082.69503884437,114040.31257017168,114132.513760029,114051.64482670218,114112.72608571,114102.70872746591,113772.77860755597,114007.01528451411,114080.09655306605,114110.5224329188,114125.57326299605,114073.35784104707,114117.86703037246,114154.72272905703,114072.49500983143,114099.62561514278,114072.25806397783,114032.55141543956,113788.81399568859,114052.08077814738,114055.27407187705,114052.83917885204,114039.64464285904,114123.08723154679,114172.20140072967,114132.35463890058,114092.48053691862,114141.66320529133,114037.38581603505,114176.87154075895,113836.99930895226,114015.33975069186,114040.2257618043,114067.41408537285,114080.36696090054,114052.20483657009,114158.89421064616,114148.49773035552,114091.83231414655,114134.81454331627,114089.35984402124,114140.94943299341,113851.8042468691,114040.46755336321,114032.08683010227,114062.67145004215,114101.9209081649,114130.62913742087,114094.72489293823,114119.77009942672,114100.89847148854,114168.28736129138,114176.4717454071,114040.2135657525,Azure Sky Wind 2
