0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.99,date
10754.96377680665,10799.542764973417,10795.68863777727,10736.450165759059,10704.667640335843,10771.916925455558,10768.890374900167,10704.036719840606,10683.222286029833,2020-01-01
14561.602363229526,14463.439966888453,14520.862370587069,14562.968365427847,14573.184874300283,14555.45382728566,14524.118514869257,14521.874030307194,14501.880635186348,2020-01-02
7341.824952146906,7387.835930047958,7476.506744324749,7349.5433954535865,7428.416576141476,7458.489539650631,7384.169248092588,7474.164840121024,7489.997115754579,2020-01-03
12235.506134958536,12187.594872257414,12269.492991173352,12245.915267616208,12215.888417784907,12271.059353495119,12242.369386891025,12203.765583187747,12182.264911511724,2020-01-04
7350.275266630789,7390.0255527576255,7418.515360009202,7387.311125409942,7372.332282736554,7388.42317467426,7385.666484851967,7424.255998472339,7425.563772121203,2020-01-05
7838.128582331097,7821.277234545737,7919.798184068988,7846.300844203862,7858.01126701636,7921.254478591504,7892.173990023939,7926.373902198439,7936.232301125393,2020-01-06
8702.384211300518,8675.297394332943,8689.54500931838,8664.337092099258,8707.3818098871,8726.099152738947,8764.930750723779,8826.805601355642,8800.037663195237,2020-01-07
8878.86731045499,8858.05710606004,8904.30933732099,8928.635596111186,8948.666559547104,8916.91713400939,9015.4408279316,8914.117855146156,8924.365418541915,2020-01-08
9664.892080585329,9635.94468940466,9674.013472195002,9573.365928226103,9630.000466046036,9601.970585499332,9542.195166251067,9664.25254315508,9676.028509815656,2020-01-09
7970.973668025915,8016.790536043388,8082.599268032966,8023.997703255396,8035.252572707685,8004.129490443358,8068.209022555418,8113.402113059642,8117.705434406186,2020-01-10
22967.824982696475,23056.145721028446,22812.253137098778,22889.39685374658,22729.59561115551,22678.420562062598,22485.45356355809,22625.483713104848,22474.85054001612,2020-01-11
12780.474446232764,12878.405716244013,12875.202661938902,12863.601188089353,12845.851509888378,12854.94107530898,12912.125723168136,12885.814170814614,12789.189095696143,2020-01-12
16170.382861073667,16271.537679001387,16345.881596251405,16324.71745919765,16181.313596483731,16222.197702580603,16231.59375976591,16210.658075464438,16189.363134474235,2020-01-13
9733.549786077283,9896.40967361957,9856.58085259005,9833.367617435302,9831.74376516518,9822.876467346636,9805.13236030361,9856.80848517914,9856.742629687518,2020-01-14
22051.404284911645,21879.701517597972,21736.113943768658,21794.104906472046,21693.268596843984,21590.818826840343,21652.295957896185,21617.36765859856,21556.422075361683,2020-01-15
12719.102038148792,12834.04698247625,12690.245917592767,12701.31414820642,12718.687984903829,12769.65396205911,12707.694868471022,12716.009459896552,12693.641329401102,2020-01-16
9180.342732592315,9171.927365683572,9230.32935336963,9218.143471710582,9281.810548452182,9269.297682479568,9318.428799505049,9267.712081548108,9311.237128362947,2020-01-17
7800.74491608496,7885.691572095398,7923.8257940609965,7878.313286631382,8031.204628544649,8009.106100571211,7980.293451954125,8017.223617945636,8005.626554202964,2020-01-18
15697.82186280262,15706.82280256665,15592.15895237899,15608.351899901942,15504.642978530823,15618.328274288539,15546.28753706953,15566.239371625894,15538.388996570788,2020-01-19
9591.664714210681,9712.335041729286,9678.65458359302,9645.633123666394,9702.956604824805,9656.323267400685,9716.494954179958,9752.182136950962,9802.736861071677,2020-01-20
13466.981507574908,13588.893509541509,13486.173570845083,13492.367772673575,13589.974915622528,13578.075651878624,13578.915752618626,13579.681963875102,13568.390553020838,2020-01-21
12321.619927328968,12381.80828907067,12247.292560534535,12268.835027562849,12338.301506528993,12279.089422063114,12221.26836631408,12235.8239834633,12303.927757076233,2020-01-22
12054.78417900745,12135.94319146035,12071.915499446362,12081.42174523351,11933.104583223148,12013.98342075504,11988.881790023403,12091.83221406398,12078.150519796412,2020-01-23
10287.817608725314,10356.895266345835,10239.986076931804,10235.481431479753,10160.678592636888,10098.384578045248,10163.448707555759,10171.569414751959,10127.900386767196,2020-01-24
9350.815936165325,9413.423330992184,9376.17189138343,9344.099845103194,9347.551111234028,9325.983919457887,9401.406728279691,9423.886164404204,9366.124037843552,2020-01-25
7492.205962058185,7495.179738373148,7521.045006692033,7420.92427721149,7493.126445063836,7460.586560604665,7487.182116566779,7514.79299848409,7482.425925156026,2020-01-26
7864.897809080559,7869.1691108105,7930.29903499815,7941.159405809996,7949.927651998677,7940.037366316981,7925.730266960237,7965.121953350473,7985.8647117909195,2020-01-27
19622.25134726939,19621.16625621391,19650.175014479963,19659.694106260526,19608.179491677303,19657.16670714796,19721.507193836027,19543.35736339127,19730.30633515788,2020-01-28
12760.460724390843,12822.32455680612,12712.82152668328,12821.009400916997,12683.17396889088,12772.180518939344,12780.2007314378,12833.25844235163,12812.943166001582,2020-01-29
17177.59753760576,17178.040424074814,17100.14195491423,17190.373669774544,17154.79503235974,17127.896437253457,17089.6071241761,17092.109227182882,17073.46402201273,2020-01-30
