ones,euclidean,minkowski1,minkowski3,cityblock,cosine,chebyshev,mahalanobis,geodistance,date
659.278883171416,659.7616946699627,660.8291377771534,660.2531122585359,661.9370904667758,660.242508205679,662.0183164326593,660.9346738467907,658.1831563011258,2020-01-01
504.85608568990654,503.9399961546163,504.753936291751,504.5929283751326,504.0813269487149,503.74099372668843,505.1538025486444,502.133274724261,505.6618332327813,2020-01-02
588.29460492417,589.8182244132707,588.468320621168,589.6477402400224,590.6695636587724,590.0714531731796,589.1049462561655,591.417879504568,590.6401026952946,2020-01-03
500.01169090462207,501.49419348376944,501.8887575551787,502.6746199805612,500.2692978748946,502.6320558096959,501.85322017043245,500.87744279080323,501.53786384920943,2020-01-04
931.2721971045413,933.0303330386535,931.5499637068726,933.1402334678298,933.7369539458668,932.9656052214825,934.146376578497,931.2953947402424,930.9828605155107,2020-01-05
373.1626493741086,369.76345451499304,370.49766546256797,369.7541522040989,371.9352818427218,372.20356433789493,371.2442949341105,369.635559983728,372.60140397340643,2020-01-06
249.18778898462784,249.8860999219123,249.9014796193692,249.64029322489256,250.86071260785565,249.37689207251736,248.81389245663155,250.63137474106034,249.90097673774198,2020-01-07
507.76593417367377,508.79584535663156,508.76451120257286,507.2982485765413,507.67951446271377,508.4272500487015,508.2146807971646,506.74652767686456,507.62419210567975,2020-01-08
462.3627813601524,462.59445737071707,460.4467498508601,461.38974659657106,462.90590634145144,460.90468703714646,463.44737272498514,462.4498869546368,462.03647279037574,2020-01-09
491.691341178157,491.3477785310616,492.80521598425764,492.2457148051785,492.5730773185173,492.6866953268866,492.3322907687467,492.55193598993856,492.78348250865326,2020-01-10
510.77527394357185,513.1979617632744,512.0211901584887,510.0425938188564,513.4227485821443,510.03650221812603,511.03275690110326,510.0412902882483,511.32632004595996,2020-01-11
429.61858424109175,427.18063680154165,429.89266876271313,425.69715681319366,427.8033148531098,426.57614606467416,429.8743037394934,428.16869268210826,427.3035841461089,2020-01-12
351.40509162325395,349.4824515534748,349.7031771541714,351.5152776886665,351.44692969431026,351.620111510341,351.6914550350116,352.5472576728499,352.03694044262323,2020-01-13
565.3914750261736,563.6875866312042,564.1432421200512,564.8837267018557,564.5321501655596,565.3282168810715,565.6953133330405,565.4683503701438,562.7272423850087,2020-01-14
705.2735192638523,706.1469156865917,705.5531427766579,705.0293268442257,705.5649692631484,706.5101787284405,705.641939974425,705.3364744455473,708.6386501543207,2020-01-15
793.0411832777419,795.1467615344401,794.6320042014984,793.9147208888545,795.6864218674444,794.9778251526498,794.9772965939502,794.9769499312933,796.6917803452419,2020-01-16
