ones,euclidean,minkowski1,minkowski3,cityblock,cosine,chebyshev,mahalanobis,geodistance,solar
12.34085623104602,12.34428860083546,12.33597821755721,12.336204897426523,12.334971635417045,12.333278951239683,12.338949770292176,12.337952996363205,12.341655997928584,101_PV_1
12.483308553017778,12.483119766458952,12.480574304149535,12.479752397223027,12.476193081036548,12.47312735969654,12.476697252727178,12.479255458149211,12.477845320299167,101_PV_2
12.096659602515798,12.112631831506695,12.104440194904987,12.109567988405027,12.102173155982529,12.10451621643136,12.107634799943249,12.108761569961521,12.10879473640889,101_PV_3
12.219691978349665,12.22371205390771,12.218950190634539,12.220997802271576,12.223805582930755,12.222216103654617,12.222546167640814,12.217519165372194,12.21812737643698,101_PV_4
11.958039545739505,11.961294353174688,11.964280453850746,11.958371591708117,11.957079438594459,11.964605300063138,11.960012781949638,11.95728050903983,11.9574659499151,102_PV_1
12.398024221553754,12.396814311576659,12.401008371489693,12.401631399995534,12.39265088896634,12.396194929917359,12.400081836507155,12.391900537694376,12.390874144908075,102_PV_2
19.91255293248035,19.927478754118162,19.917651540269738,19.923523449395404,19.91783797623131,19.916559975175318,19.922641780339063,19.91721903355784,19.91318513308582,103_PV_1
12.037621753167503,12.041044362181633,12.035709464889063,12.039443715823626,12.041591101116946,12.040691578024576,12.039560131305585,12.035519062689325,12.03709257778069,104_PV_1
44.84577169824488,44.88076964074791,44.833996770575304,44.86836101462692,44.849028489512165,44.81452715978179,44.87009441312714,44.84758189448848,44.851265470661886,113_PV_1
2.923485818017606,2.924879091533636,2.925880018608757,2.926988027630011,2.924259461024836,2.9246370272685613,2.9243699538785215,2.924378552594088,2.9242809067769833,118_RTPV_1
1.9138236085488665,1.914462426380736,1.9130908364278654,1.9127678500292953,1.9133220988324335,1.912784865188714,1.9132422431591511,1.9129300880813922,1.9129471139220051,118_RTPV_10
2.938526494670937,2.938515742590152,2.939527758650512,2.939021368732958,2.938060006913678,2.940003977997976,2.938894325740374,2.9383177831566796,2.9392048771489008,118_RTPV_2
2.962284814398119,2.963338272781077,2.9633409937009896,2.9615966959628617,2.961875803473465,2.9617584708799987,2.9603698422448614,2.9624209608402268,2.9630800279095233,118_RTPV_3
2.9377283159596876,2.9389064945976657,2.938924634189735,2.937686483189461,2.93856785611864,2.9391274792181936,2.938621277729514,2.937792181378388,2.9378237962619904,118_RTPV_4
2.8208263087384835,2.821944619457647,2.820038736999649,2.8204514344864835,2.820792200971327,2.820956155179891,2.821754917701972,2.8214177270351835,2.820761366106242,118_RTPV_5
3.039781731910889,3.039851456150525,3.0395293527259017,3.039919403339096,3.040147715993159,3.0402143835766546,3.0404833236439717,3.042176866359327,3.040328144444007,118_RTPV_6
4.956166181515529,4.952942153958002,4.954636139214055,4.954244905659485,4.955089208721459,4.955533840813937,4.957555657180866,4.954952140527885,4.953263083282861,118_RTPV_7
4.7886766689949765,4.788710298280668,4.789947973599573,4.787827042202978,4.787906365679119,4.785527311208697,4.785663124098477,4.789052659992351,4.785385965636309,118_RTPV_8
4.098072955025542,4.097792790767556,4.0973183262179305,4.097217075693809,4.096204410448235,4.096886448785467,4.0974912581060945,4.095883608037455,4.096321577338252,118_RTPV_9
19.62822093884364,19.634635133561616,19.633040432326066,19.628785125172797,19.619032359017535,19.628768452809847,19.63445025849172,19.620148454900782,19.624647092004153,119_PV_1
4.182021155537504,4.183348431521559,4.181426251594191,4.182297482856909,4.1809878687139745,4.182150139691032,4.180736275091812,4.183961868351391,4.18323182882423,213_RTPV_1
58.92284817733395,58.90597390310871,58.914797186196076,58.91829390679576,58.91885009562186,58.889413182107916,58.93140285824964,58.899663717110776,58.89656811362263,215_PV_1
39.288877762706434,39.28470390196011,39.307145660412154,39.281383614498736,39.28074475951202,39.25919500241247,39.282596767246474,39.2802060846468,39.27428632211718,308_RTPV_1
24.061495940655433,24.07427417157936,24.074087647032073,24.06520099609602,24.060047591232866,24.06937033127386,24.063198617555244,24.06752328867072,24.067271480215066,310_PV_1
23.564425616732198,23.56121701617115,23.561078301016032,23.564165279268707,23.560041358732732,23.56456025771984,23.555576321832103,23.562833198442977,23.563102221924762,310_PV_2
37.128773679558655,37.13088721334027,37.12238946291171,37.119875288645446,37.13303521697316,37.139613748721246,37.13690281529194,37.13085491800681,37.14528321479158,312_PV_1
38.69287839308105,38.68538958430105,38.677657561294886,38.700427516686375,38.689912316085525,38.687776841839785,38.687757519545784,38.6968552134287,38.70243967935252,313_PV_1
37.870795968348325,37.86470190680038,37.86125468320181,37.87813417028414,37.8706767533422,37.865666671946144,37.85579089515763,37.88445974630101,37.872867444597425,313_PV_2
38.768044001041474,38.7835140884339,38.78116541794962,38.7798582072045,38.77232538151102,38.7746062622226,38.78011514593258,38.76915440975661,38.75913380702331,313_RTPV_1
23.427546458541737,23.43307329422384,23.42595669607118,23.431650842914767,23.431282561987445,23.431713563612476,23.422134474737934,23.42780587181694,23.418640489673873,313_RTPV_10
24.601872737021427,24.600371600471433,24.615613921550015,24.619835722674015,24.61184396001298,24.601597726576692,24.601797488920084,24.62269506596249,24.61275294236167,313_RTPV_11
9.803951231357097,9.799586853704902,9.79853145169083,9.8032962222595,9.802119309041272,9.804620764654052,9.80062685831059,9.803378366542937,9.795464543881591,313_RTPV_12
9.85744966734844,9.855805513310502,9.848294004026922,9.858099124745229,9.85257402022577,9.854706413015768,9.852086787094882,9.86096163421626,9.855093151198563,313_RTPV_13
27.01506455145292,27.01527016383264,27.020494830668717,27.017285559677216,27.003202729302853,27.012240053500992,27.025343036624587,27.02008611620771,27.01464981291154,313_RTPV_2
25.87009123905608,25.874497988018433,25.8640681580426,25.86241578429504,25.87789620593371,25.858812449245764,25.875799290265025,25.873101428144334,25.86533752015495,313_RTPV_3
25.874486904342973,25.886787487291127,25.878242100277724,25.884472973102984,25.88016282675325,25.870859273676132,25.88487268166534,25.87913681022538,25.884123358673335,313_RTPV_4
26.042383463944,26.05088146595672,26.0403485672358,26.040869029281435,26.05194931648817,26.05771104892219,26.038545927848475,26.050825973561615,26.03895796664816,313_RTPV_5
